"id.x","create_time.x","user_name","hashtags.x","song.x","video_length.x","n_likes.x","n_shares.x","n_comments.x","n_plays.x","n_followers.x","n_total_likes.x","n_total_vids.x","duration_category","id.y","create_time.y","hashtags.y","song.y","video_length.y","n_likes.y","n_shares.y","n_comments.y","n_plays.y","n_followers.y","n_total_likes.y","n_total_vids.y"
6883556251200950272,1602702869,"mrbeast","[]","original sound",31,550700,415,9081,2600000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6882743622005966848,1602513707,"mrbeast","[]","original sound",37,598800,478,4353,2600000,12600000,1.41e+08,129,"Long",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6882107489144328192,1602365550,"mrbeast","[]","original sound",7,679000,407,5076,3500000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6882031459633319936,1602347862,"mrbeast","[]","original sound",13,427000,225,2716,2200000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6880972803831532544,1602101360,"mrbeast","[]","original sound",9,488700,443,5121,2600000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6880896780658084864,1602083684,"mrbeast","[]","original sound",15,1100000,2532,30500,5300000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6873549239952116736,1600372906,"mrbeast","[]","original sound",14,631600,993,8513,3500000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6870562985920745472,1599677615,"mrbeast","[]","original sound",17,722500,885,6830,3600000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6864254820761585664,1598208873,"mrbeast","[]","Act 2: In the Hall of the Mountain King",15,1400000,1211,69600,7100000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6863902167015755776,1598126766,"mrbeast","[]","Act 2: In the Hall of the Mountain King",12,1500000,2932,1100000,10300000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6861303802570476544,1597521785,"mrbeast","[]","original sound",13,424400,613,12000,2700000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6861238160425256960,1597506503,"mrbeast","[]","original sound",8,936000,1084,7408,5900000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6860932311467314176,1597435291,"mrbeast","[]","original sound",6,1700000,12600,17100,7900000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6860862161514777600,1597418959,"mrbeast","[]","original sound",46,1200000,1851,80100,5800000,12600000,1.41e+08,129,"Long",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6860560967714032640,1597348831,"mrbeast","[]","original sound",7,474900,631,6846,2800000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6858710741252427776,1596918042,"mrbeast","[]","original sound",20,577900,58900,8838,5200000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6856408095413864448,1596381917,"mrbeast","[]","original sound",12,888000,1829,9695,4500000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6856110852685271040,1596312708,"mrbeast","[]","original sound",9,864000,1583,7781,5200000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6855010763086548992,1596056570,"mrbeast","[]","original sound",18,1200000,1402,9295,6500000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6853871816675429376,1595791388,"mrbeast","[]","original sound",18,1300000,1358,13600,6500000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6851992917385432064,1595353928,"mrbeast","[]","Trap Sax",10,2200000,3788,11600,15600000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6851252392747371520,1595181506,"mrbeast","[]","Only Time",15,489200,579,5115,3000000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6850511584863865856,1595009024,"mrbeast","[]","Trap Sax",11,747400,1732,14900,4300000,12600000,1.41e+08,129,"Short",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6850134682965774336,1594921269,"mrbeast","[]","Ocarina of Time - Kokiri Forest",18,2300000,7442,34600,16700000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6849400632244244480,1594750360,"mrbeast","[]","Le Festin - From ""Ratatouille""",15,967100,1165,9391,5600000,12600000,1.41e+08,129,"Medium",6883556251200950272,1602702869,"[]","original sound",31,550500,415,9076,2600000,12600000,1.41e+08,129
6889269907389762560,1604033216,"kyliejenner","[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46900000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6888395144429603840,1603829512,"kyliejenner","[]","Goodbye (feat. Lyse) [Slow Version]",5,3800000,8728,17300,22300000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6882866536386727936,1602542287,"kyliejenner","[]","Bitter by Fletcher x Trevor Daniel",13,2800000,11200,12900,20000000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6882287183168932864,1602407604,"kyliejenner","[]","original sound",14,14300000,105200,108900,105100000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6882235784603126784,1602395451,"kyliejenner","[]","Kylie Singing From KUWTK",9,7100000,20000,26700,45200000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6878802783387111424,1601596118,"kyliejenner","[]","original sound",15,5900000,51300,46000,26300000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6869882449560637440,1599519161,"kyliejenner","[]","original sound",15,1200000,1663,5849,16300000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6827646841832640512,1589685412,"kyliejenner","[]","original sound",59,13100000,170600,113700,67700000,20100000,1.56e+08,49,"Long",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6821388600593223680,1588228304,"kyliejenner","[]","OUT WEST",9,6500000,94600,37100,57400000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6820806278592482304,1588092718,"kyliejenner","[]","Chacha Copens original sound",39,12300000,157900,48700,70900000,20100000,1.56e+08,49,"Long",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6820611255175251968,1588047313,"kyliejenner","[]","Cute Jeans from Kardashians KUWTK",13,6000000,24800,14400,45900000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6820585107523407872,1588041224,"kyliejenner","[]","VIBEZ",10,4300000,57400,26400,43700000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6812792044432494592,1586226760,"kyliejenner","[]","Pew Pew Pew",15,6200000,66500,26200,54000000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6812781239985064960,1586224244,"kyliejenner","[]","original sound",15,7200000,91700,20000,61000000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6802712648036224000,1583879968,"kyliejenner","[]","original sound",5,2700000,17400,14400,31900000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6799072992765792256,1583032545,"kyliejenner","[]","original sound",30,1100000,6067,1679,24600000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6798184216581426176,1582825614,"kyliejenner","[]","Dior",7,1300000,2777,3763,26400000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6792431453134162944,1581486192,"kyliejenner","[]","original sound",27,3000000,13900,5851,27600000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6791978242166360064,1581380668,"kyliejenner","[]","HIGHEST IN THE ROOM	",8,3800000,37700,11000,35200000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6791829642748628992,1581346069,"kyliejenner","[]","original sound",36,2000000,23800,10300,23100000,20100000,1.56e+08,49,"Long",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6791079642896795648,1581171446,"kyliejenner","['kylieskin']","original sound",32,877400,1150,2320,19400000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6789810806532885504,1580876025,"kyliejenner","[]","original sound",22,6600000,95200,15200,38500000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6789601873348349952,1580827377,"kyliejenner","['KylieSkin']","original sound",7,701900,1240,967,18900000,20100000,1.56e+08,49,"Short",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6789601596968865792,1580827313,"kyliejenner","['KylieSkin']","HIGHEST IN THE ROOM",15,1000000,3646,3314,17900000,20100000,1.56e+08,49,"Medium",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6788888166108516352,1580661203,"kyliejenner","['StormiWorld']","original sound",59,3300000,53600,22500,21900000,20100000,1.56e+08,49,"Long",6889269907389762560,1604033216,"[]","Power Rangers Dubstep Remix - Power Rangers Dubstep Remix",14,9200000,59100,64700,46800000,20100000,1.56e+08,49
6891395457616972800,1604528075,"dudeperfect","['duet']","Will You Remember Me?",30,260400,153,1455,845600,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6891020087508078592,1604440676,"dudeperfect","['fyp', 'foryou', 'dudeperfect']","original sound",42,116700,53,773,709100,11200000,126800000,134,"Long",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6889448294867553280,1604074728,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'halloween', 'pumpkincarving']","original sound",22,192500,69,893,800000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6888488253452815360,1603851189,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'halloween', 'batman']","original sound",23,125300,92,472,720700,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6888366771229739008,1603822915,"dudeperfect","['EpicMilkDunk', 'GotMilk', 'ad', 'GotMilkChallenge']","original sound",27,36300,31,355,254100,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6888062539784064000,1603752068,"dudeperfect","['fyp', 'foryou', 'halloween', 'dudeperfect']","original sound",41,673800,951,1483,3500000,11200000,126800000,134,"Long",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6887226360205446144,1603557396,"dudeperfect","['EpicMilkDunk', 'GotMilk', 'fyp', 'foryou', 'ad', 'GotMilkChallenge']","original sound",21,50200,31,408,344700,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6886991208455900160,1603502635,"dudeperfect","['fyp', 'foryou', 'halloween', 'joeexotic', 'dudeperfect']","original sound",27,66400,163,474,410900,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6886865972473498624,1603473494,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'cocacola']","original sound",55,252200,297,622,1200000,11200000,126800000,134,"Long",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6886535609347804160,1603396560,"dudeperfect","['EpicMilkDunk', 'GotMilk', 'fyp', 'foryou', 'ad', 'GotMilkChallenge']","original sound",30,216600,237,1141,4800000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6881354180884270080,1602190157,"dudeperfect","['Chipotle53', 'Sweepstakes', 'ad']","original sound",33,1100000,1412,3704,11100000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6880560111631207424,1602005290,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'funny']","how would they know bad girls club",38,331000,2213,656,1600000,11200000,126800000,134,"Long",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6880267189841088512,1601937014,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'goliathgrouper']","original sound",38,303100,565,1020,1400000,11200000,126800000,134,"Long",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6876493998945505280,1601058568,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'funny', 'fail']","original sound",23,471800,1471,3070,2200000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6868820665324112896,1599271946,"dudeperfect","['fyp', 'foryou', 'trickshot', 'hockey', 'nhl']","original sound",20,245100,1160,1040,1300000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6867540463461682176,1598973877,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'airsoft', 'blooper']","original sound",30,266500,159,779,1300000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6.864685927458e+18,1598309250,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'robot']","nursery",9,526100,1049,2743,3100000,11200000,126800000,134,"Short",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6863110864896069632,1597942526,"dudeperfect","['fyp', 'foryou', 'funny', 'poolstereotypes']","original sound",26,651700,869,1105,2900000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6862740646571166720,1597856327,"dudeperfect","['fyp', 'foryou', 'poolstereotypes', 'funny', 'tanlines']","original sound",20,2000000,12900,5664,15500000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6860261538767409152,1597279117,"dudeperfect","['SharkWeek?', 'fyp', 'foryou', 'dudeperfect']","original sound",19,411100,216,948,2000000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6857231097806344192,1596573535,"dudeperfect","['fyp', 'foryou', 'trickshot', 'pingpong', 'dudeperfect']","original sound",18,265800,264,828,1400000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6856919321810078720,1596500947,"dudeperfect","['fyp', 'foryou', 'trickshot', 'dudeperfect', 'tabletennis']","original sound",10,574200,437,898,2900000,11200000,126800000,134,"Short",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6856062107423623168,1596301357,"dudeperfect","['fyp', 'foryou', 'dudeperfect']","original sound",15,172000,177,612,1200000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6854974537080096768,1596048136,"dudeperfect","['fyp', 'foryou', 'dudeperfect', 'trickshot']","Banana (feat. Shaggy) [DJ FLe - Minisiren Remix]",9,194900,219,927,1100000,11200000,126800000,134,"Short",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6854226453005912064,1595873959,"dudeperfect","['fyp', 'foryou', 'trickshot']","original sound",15,439600,1279,760,2100000,11200000,126800000,134,"Medium",6891395457616972800,1604528075,"['duet']","Will You Remember Me?",30,259600,153,1446,842600,11200000,126800000,134
6892183879852101632,1604711642,"zhcyt","['fyp']","Originalton",6,111900,77,1497,537200,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6888877346049346560,1603941794,"zhcyt","['fyp']","original sound",4,234500,130,2567,1300000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6884647802022940672,1602957022,"zhcyt","['fyp']","original sound",6,584700,328,6436,2400000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6883529284678373376,1602696606,"zhcyt","['fyp']","original sound",6,193400,268,6416,1100000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6881379456854936576,1602196043,"zhcyt","[]","original sound",19,186600,289,2188,1000000,11300000,193400000,204,"Medium",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6880176634947831808,1601916006,"zhcyt","['fyp']","original sound",21,1100000,839,2100,5300000,11300000,193400000,204,"Medium",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6878332899628780544,1601486723,"zhcyt","['fyp']","original sound",52,273900,626,5218,1200000,11300000,193400000,204,"Long",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6877641646100549632,1601325767,"zhcyt","['fyp']","original sound",11,837900,498,2361,4400000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6875432190138699776,1600811335,"zhcyt","['fyp']","Wrap Me In Plastic (Slowed Down Version)",10,252100,129,1206,1300000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6873913058289372160,1600457613,"zhcyt","['fyp']","The Chicken Wing Beat",14,2000000,4166,9242,15400000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6873587937599032320,1600381914,"zhcyt","['fyp']","Say! Yes - Sistar",8,253700,162,1227,1500000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6873584030563060736,1600381005,"zhcyt","['fyp']","Whole Lotta Choppas",10,430200,534,2022,2700000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6872779109215390720,1600193597,"zhcyt","['fyp']","original sound",9,275200,311,1449,1400000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6872441028134094848,1600114881,"zhcyt","['foryou', 'fyp']","original sound",9,297600,155,1429,1500000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6871045176249355264,1599789883,"zhcyt","['duet']","Mad at Disney",46,1000000,814,4562,3900000,11300000,193400000,204,"Long",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6869407456812912640,1599408569,"zhcyt","['foryou', 'fyp']","The Banjo Beat, Pt. 1",12,433500,357,1329,2600000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6866451419835271168,1598720312,"zhcyt","['fyp', 'foryou']","The Banjo Beat, Pt. 1",12,334600,162,1676,1900000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6866410339781593088,1598710748,"zhcyt","['fyp', 'foryou']","Because of You",15,503100,746,4204,2500000,11300000,193400000,204,"Medium",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6866054117513613312,1598627807,"zhcyt","['fyp']","original sound",4,716400,275,2989,3100000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6865363202813824000,1598466939,"zhcyt","['foryou', 'fyp']","original sound",28,1100000,800,8494,3900000,11300000,193400000,204,"Medium",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6864699997594716160,1598312527,"zhcyt","['foryou', 'fyp']","death bed (coffee for your head)",10,637500,691,3103,3100000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6864326541921356800,1598225575,"zhcyt","['fyp', 'foryou']","original sound",5,532600,436,2760,2300000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6864300824135340032,1598219586,"zhcyt","['fyp', 'foryou']","original sound",22,1100000,1465,4976,5800000,11300000,193400000,204,"Medium",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6863930122332949504,1598133276,"zhcyt","['fyp']","M to the B",10,973300,3062,8722,8300000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6863882245317479424,1598122126,"zhcyt","['fyp', 'foryou']","WAP（feat. Megan Thee Stallion）",7,316600,232,2471,1900000,11300000,193400000,204,"Short",6892183879852101632,1604711642,"['fyp']","Originalton",6,110600,77,1481,531500,11300000,193400000,204
6881639150500547584,1602256526,"loganpaul","['fyp', 'foryou']","Aesthetic Girl",37,857500,3962,6335,4100000,11100000,138100000,92,"Long",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6880580675917991936,1602010076,"loganpaul","['fyp', 'foryou']","original sound",8,556700,636,1975,3000000,11100000,138100000,92,"Short",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6870227675387006976,1599599538,"loganpaul","['foryou', 'fyp']","original sound",24,1800000,8605,7035,10000000,11100000,138100000,92,"Medium",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6865777695859444736,1598563448,"loganpaul","[]","Accent Challenge x Caroline",10,1400000,3995,6489,8200000,11100000,138100000,92,"Short",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6858321968614083584,1596827523,"loganpaul","['fyp', 'foryou']","She Share Story (for Vlog)",25,1600000,2170,7424,7000000,11100000,138100000,92,"Medium",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6856822444573921280,1596478388,"loganpaul","['fyp', 'foryou']","original sound",27,2500000,9769,4938,13100000,11100000,138100000,92,"Medium",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6856462471352389632,1596394575,"loganpaul","['fyp', 'foryou']","why is some many people using this sound",8,986500,3366,2114,7200000,11100000,138100000,92,"Short",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6854242989850626048,1595877809,"loganpaul","['fyp', 'foryou']","Love Story",13,5500000,61900,38400,47700000,11100000,138100000,92,"Short",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
6852827024713730048,1595548130,"loganpaul","['foryou', 'fyp']","Up Beat (Married Life)",21,2600000,13800,15000,14300000,11100000,138100000,92,"Medium",6881639150500547584,1602256526,"['fyp', 'foryou']","Aesthetic Girl",37,857400,3962,6335,4100000,11100000,138100000,92
